2200,2200,2200,2200,2200,126.0,-0.14,-0.23
2200,2200,2200,2200,2200,126.0,-0.14,-0.23
2200,2200,2200,2200,2200,126.0,-0.14,-0.23
2200,2200,2200,2200,2200,89.19,-0.19,0.06
2200,2200,2200,2200,2200,89.19,-0.19,0.06
2200,2200,2200,2200,2200,89.19,-0.19,0.06
2200,2200,2200,2200,2200,89.19,-0.19,0.06
2200,2200,2200,2200,2200,89.19,-0.19,0.06
2200,2200,2200,2200,2200,63.06,-0.86,-0.35
2200,2200,2200,2200,2200,63.06,-0.86,-0.35
2200,2200,2200,2200,2200,63.06,-0.86,-0.35
2200,2200,2200,2200,2200,63.06,-0.86,-0.35
2200,2200,2200,2200,2200,63.06,-0.86,-0.35
2200,2200,2200,2200,2200,44.94,-1.18,-0.72
2200,2200,2200,2200,2200,44.94,-1.18,-0.72
2200,2200,2200,2200,2200,44.94,-1.18,-0.72
2200,2200,2200,2200,2200,44.94,-1.18,-0.72
2200,2200,2200,2200,2200,44.94,-1.18,-0.72
2200,2200,2200,2200,2200,31.85,-1.98,-1.24
2200,2200,2200,2200,2200,31.85,-1.98,-1.24
2200,2200,2200,2200,2200,31.85,-1.98,-1.24
2200,2200,2200,2200,2200,31.85,-1.98,-1.24
2200,2200,2200,2200,2200,31.85,-1.98,-1.24
2200,2200,2200,2200,2200,22.80,-3.01,-2.14
2200,2200,2200,2200,2200,22.80,-3.01,-2.14
2200,2200,2200,2200,2200,22.80,-3.01,-2.14
2200,2200,2200,2200,2200,22.80,-3.01,-2.14
2200,2200,2200,2200,2200,22.80,-3.01,-2.14
2200,2200,2200,2200,2200,16.80,-3.72,-2.92
2200,2200,2200,2200,2200,16.80,-3.72,-2.92
2200,2200,2200,2200,2200,16.80,-3.72,-2.92
2200,2200,2200,2200,2200,16.80,-3.72,-2.92
2200,2200,2200,2200,2200,11.80,-3.89,-3.27
2200,2200,2200,2200,2200,11.80,-3.89,-3.27
2200,2200,2200,2200,2200,11.80,-3.89,-3.27
2200,2200,2200,2200,2200,11.80,-3.89,-3.27
2200,2200,2200,2200,2200,11.80,-3.89,-3.27
2200,2200,2200,2200,2200,8.61,-4.07,-3.43
2200,2200,2200,2200,2200,8.61,-4.07,-3.43
2200,2200,2200,2200,2200,8.61,-4.07,-3.43
2200,2200,2200,2200,2200,8.61,-4.07,-3.43
2200,2200,2200,2200,2200,8.61,-4.07,-3.43
2200,2200,2200,2200,2200,6.56,-4.04,-3.13
2200,2200,2200,2200,2200,6.56,-4.04,-3.13
2200,2200,2200,2200,2200,6.56,-4.04,-3.13
2200,2200,2200,2200,2200,6.56,-4.04,-3.13
2200,2200,2200,2200,2200,6.56,-4.04,-3.13
2200,2200,2200,2200,2200,5.54,-4.24,-4.25
2200,2200,2200,2200,2200,5.54,-4.24,-4.25
2200,2200,2200,2200,2200,5.54,-4.24,-4.25
2200,2200,2200,2200,2200,5.54,-4.24,-4.25
2200,2200,2200,2200,2200,5.54,-4.24,-4.25
2200,2200,2200,2200,2200,4.66,-4.73,-5.00
2200,2200,2200,2200,2200,4.66,-4.73,-5.00
2200,2200,2200,2200,2200,4.66,-4.73,-5.00
2200,2200,2200,2200,2200,4.66,-4.73,-5.00
2200,2200,2200,2200,2200,4.66,-4.73,-5.00
2200,2200,2200,2200,2200,3.62,-4.53,-4.73
2200,2200,2200,2200,2200,3.62,-4.53,-4.73
2200,2200,2200,2200,2200,3.62,-4.53,-4.73
2200,2200,2200,2200,2200,3.62,-4.53,-4.73
2200,2200,2200,2200,2200,3.62,-4.53,-4.73
2200,2200,2200,2200,2200,2.78,-5.39,-5.57
2200,2200,2200,2200,2200,2.78,-5.39,-5.57
2200,2200,2200,2200,2200,2.78,-5.39,-5.57
2200,2200,2200,2200,2200,2.78,-5.39,-5.57
2200,2200,2200,2200,2200,2.78,-5.39,-5.57
2200,2200,2200,2200,2200,2.69,-5.82,-6.31
2200,2200,2200,2200,2200,2.69,-5.82,-6.31
2200,2200,2200,2200,2200,2.69,-5.82,-6.31
2200,2200,2200,2200,2200,2.69,-5.82,-6.31
2200,2200,2200,2200,2200,2.69,-5.82,-6.31
2200,2200,2200,2200,2200,2.40,-5.52,-6.57
2200,2200,2200,2200,2200,2.40,-5.52,-6.57
2200,2200,2200,2200,2200,2.40,-5.52,-6.57
2200,2200,2200,2200,2200,2.40,-5.52,-6.57
2200,2200,2200,2200,2200,2.40,-5.52,-6.57
2200,2200,2200,2200,2200,2.29,-5.89,-5.84
2200,2200,2200,2200,2200,2.29,-5.89,-5.84
2200,2200,2200,2200,2200,2.29,-5.89,-5.84
2200,2200,2200,2200,2200,2.29,-5.89,-5.84
2200,2200,2200,2200,2200,2.29,-5.89,-5.84
2200,2200,2200,2200,2200,2.12,-6.80,-5.62
2200,2200,2200,2200,2200,2.12,-6.80,-5.62
2200,2200,2200,2200,2200,2.12,-6.80,-5.62
2200,2200,2200,2200,2200,2.12,-6.80,-5.62
2200,2200,2200,2200,2200,2.12,-7.25,-5.91
2200,2200,2200,2200,2200,2.12,-7.25,-5.91
2200,2200,2200,2200,2200,2.12,-7.25,-5.91
2200,2200,2200,2200,2200,2.12,-7.25,-5.91
2200,2200,2200,2200,2200,2.12,-7.25,-5.91
2200,2200,2200,2200,2200,2.18,-7.37,-6.32
2200,2200,2200,2200,2200,2.18,-7.37,-6.32
2200,2200,2200,2200,2200,2.18,-7.37,-6.32
2200,2200,2200,2200,2200,2.18,-7.37,-6.32
2200,2200,2200,2200,2200,2.18,-7.37,-6.32
2200,2200,2200,2200,2200,1.93,-7.62,-6.52
2200,2200,2200,2200,2200,1.93,-7.62,-6.52
2200,2200,2200,2200,2200,1.93,-7.62,-6.52
2200,2200,2200,2200,2200,1.93,-7.62,-6.52
2200,2200,2200,2200,2200,1.93,-7.62,-6.52
2200,2200,2200,2200,2200,1.95,-8.26,-7.41
2200,2200,2200,2200,2200,1.95,-8.26,-7.41
2200,2200,2200,2200,2200,1.95,-8.26,-7.41
2200,2200,2200,2200,2200,1.95,-8.26,-7.41
2200,2200,2200,2200,2200,1.95,-8.26,-7.41
2200,2200,2200,2200,2200,1.90,-10.3,-7.56
2200,2200,2200,2200,2200,1.90,-10.3,-7.56
2200,2200,2200,2200,2200,1.90,-10.3,-7.56
2200,2200,2200,2200,2200,1.90,-10.3,-7.56
2200,2200,2200,2200,2200,1.90,-10.3,-7.56
2200,2200,2200,2200,2200,1.58,-10.8,-6.87
2200,2200,2200,2200,2200,1.58,-10.8,-6.87
2200,2200,2200,2200,2200,1.58,-10.8,-6.87
2200,2200,2200,2200,2200,1.58,-10.8,-6.87
2200,2200,2200,2200,2200,1.58,-10.8,-6.87
2200,2200,2200,2200,2200,1.32,-11.0,-7.24
2200,2200,2200,2200,2200,1.32,-11.0,-7.24
2200,2200,2200,2200,2200,1.32,-11.0,-7.24
2200,2200,2200,2200,2200,1.32,-11.0,-7.24
2200,2200,2200,2200,2200,1.32,-11.0,-7.24
2200,2200,2200,2200,2200,1.23,-11.6,-7.40
2200,2200,2200,2200,2200,1.23,-11.6,-7.40
2200,2200,2200,2200,2200,1.23,-11.6,-7.40
2200,2200,2200,2200,2200,1.23,-11.6,-7.40
2200,2200,2200,2200,2200,1.23,-11.6,-7.40
2200,2200,2200,2200,2200,1.29,-12.1,-7.88
2200,2200,2200,2200,2200,1.29,-12.1,-7.88
