0,0,0,0,0,2.93,-5.44,-57.6
740,813,669,1963,1881,2.93,-5.44,-57.6
0,0,0,0,0,2.93,-5.44,-57.6
907,1047,772,516,1843,2.93,-5.44,-57.6
0,0,0,0,0,2.93,-5.44,-57.6
1032,977,693,2200,1575,3.07,-5.67,-57.5
0,0,46,0,178,3.07,-5.67,-57.5
1071,1038,669,1224,1632,3.07,-5.67,-57.5
0,0,246,0,222,3.07,-5.67,-57.5
588,125,283,1292,350,3.07,-5.67,-57.5
249,268,642,596,1192,3.18,-5.89,-57.4
0,0,0,0,0,3.18,-5.89,-57.4
560,592,674,1114,1995,3.18,-5.89,-57.4
0,0,0,0,0,3.18,-5.89,-57.4
728,406,827,1760,1734,3.18,-5.89,-57.4
0,0,0,0,0,2.35,-6.14,-57.2
748,817,934,1582,1823,2.35,-6.14,-57.2
0,0,78,0,0,2.35,-6.14,-57.2
1075,917,744,258,1804,2.35,-6.14,-57.2
0,0,78,0,140,2.35,-6.14,-57.2
833,553,222,1255,656,2.51,-6.38,-57.1
0,211,451,1040,1000,2.51,-6.38,-57.1
0,0,0,775,0,2.51,-6.38,-57.1
0,0,83,363,0,2.51,-6.38,-57.1
1036,834,520,1459,1122,2.51,-6.38,-57.1
0,0,269,251,650,2.61,-6.52,-56.9
38,280,88,824,0,2.61,-6.52,-56.9
261,583,683,1440,1651,2.61,-6.52,-56.9
0,0,0,0,0,2.61,-6.52,-56.9
463,683,520,689,1855,2.61,-6.52,-56.9
0,0,0,0,0,2.67,-6.61,-56.8
810,800,790,719,2142,2.67,-6.61,-56.8
0,0,0,0,0,2.67,-6.61,-56.8
900,1034,962,1575,1708,2.67,-6.61,-56.8
0,0,9,0,0,2.67,-6.61,-56.8
732,705,1032,1662,1983,2.76,-6.73,-56.7
0,0,0,295,0,2.76,-6.73,-56.7
1099,627,669,1557,2021,2.76,-6.73,-56.7
0,0,125,0,0,2.76,-6.73,-56.7
838,691,376,1317,905,2.76,-6.73,-56.7
0,51,371,98,726,2.93,-6.93,-56.6
771,354,208,2179,675,2.93,-6.93,-56.6
11,506,460,1089,1115,2.93,-6.93,-56.6
0,0,4,0,0,2.93,-6.93,-56.6
553,367,595,713,1874,2.93,-6.93,-56.6
0,0,0,0,0,3.13,-7.14,-56.4
681,436,744,1064,1708,3.13,-7.14,-56.4
0,0,0,0,0,3.13,-7.14,-56.4
576,506,869,683,2008,3.13,-7.14,-56.4
0,0,0,0,0,3.13,-7.14,-56.4
611,718,804,972,1843,3.20,-7.24,-56.2
0,0,0,0,0,3.20,-7.24,-56.2
822,1116,892,787,1874,3.20,-7.24,-56.2
0,0,0,0,0,3.20,-7.24,-56.2
1083,1051,804,1994,1715,3.20,-7.24,-56.2
0,0,148,0,0,3.26,-7.37,-56.1
985,904,642,1372,1383,3.26,-7.37,-56.1
0,4,190,0,420,3.26,-7.37,-56.1
311,21,13,510,0,3.26,-7.37,-56.1
385,90,544,1299,1690,3.26,-7.37,-56.1
97,0,0,0,0,3.30,-7.50,-55.9
724,506,679,984,1383,3.30,-7.50,-55.9
0,0,0,0,0,3.30,-7.50,-55.9
677,636,669,1095,2046,3.30,-7.50,-55.9
0,0,0,492,0,2.35,-7.63,-55.8
873,670,869,1618,1530,2.35,-7.63,-55.8
0,0,0,0,0,2.35,-7.63,-55.8
736,350,953,1187,1702,2.35,-7.63,-55.8
0,0,0,0,0,2.35,-7.63,-55.8
880,852,744,1280,1817,2.44,-7.78,-55.7
0,0,9,0,0,2.44,-7.78,-55.7
985,1107,642,2200,1020,2.44,-7.78,-55.7
0,0,162,0,0,2.44,-7.78,-55.7
806,536,357,135,580,2.44,-7.78,-55.7
0,129,469,467,1122,2.60,-8.00,-55.5
101,0,0,0,0,2.60,-8.00,-55.5
135,255,446,461,1332,2.60,-8.00,-55.5
0,0,0,0,0,2.60,-8.00,-55.5
323,367,646,1224,1728,2.60,-8.00,-55.5
0,0,0,0,0,2.75,-8.26,-55.4
650,406,799,966,1995,2.75,-8.26,-55.4
0,0,0,0,0,2.75,-8.26,-55.4
